club_id,club_key,club_name,group_title,old_chat_id,current_chat_id,status
3,creator_club,Creator Club,CC / 1983-4245 / Rafael Mateo,-5260373105,-1004219248806,migrated
3,creator_club,Creator Club,CC / 2139-9668 / Naran,-5125404060,-1003828165656,migrated
3,creator_club,Creator Club,CC / 2195-0044 / Flowki,-5209127696,-1003914431121,migrated
3,creator_club,Creator Club,CC / 2289-1496 / JD,-5188583221,-1003968714593,migrated
3,creator_club,Creator Club,CC / 2404-5096 / M L,-5028894540,-1003762023800,migrated
3,creator_club,Creator Club,CC / 2438-4324 / Connor,-5118722756,-1003806452356,migrated
3,creator_club,Creator Club,CC / 2439-2642 / Shashank,-5052060783,-1003855570583,migrated
3,creator_club,Creator Club,CC / 2483-1826 / Sawyer,-5003715392,-1004251512080,migrated
3,creator_club,Creator Club,CC / 2528-7893 / Kairobs,-5233463107,-1003924139338,migrated
3,creator_club,Creator Club,CC / 2742-6682 / Tobias,-5014800816,-1003317386719,migrated
3,creator_club,Creator Club,CC / 2758-4711 / Lucky Duck,-5229499257,-1003733983950,migrated
3,creator_club,Creator Club,CC / 2795-2721 / thicksanta,-5105859290,-1003566361786,migrated
3,creator_club,Creator Club,CC / 2861-7465 / LennyT,-4912760335,-1004119143563,migrated
3,creator_club,Creator Club,CC / 2865-4693 / Mason,-5063293715,-1003675009312,migrated
3,creator_club,Creator Club,CC / 2880-1309 / Parker,-5145252057,-1003813859624,migrated
3,creator_club,Creator Club,CC / 2916-6757 / Casey Zaccara,-5128240646,-1004296819978,migrated
3,creator_club,Creator Club,CC / 2991-7755 / Cristo,-5112308718,-1003176334856,migrated
3,creator_club,Creator Club,CC / 3003-6450 / Min Oh,-4986970141,-1003802379269,migrated
3,creator_club,Creator Club,CC / 3020-2749 / Jack,-4825398908,-1004294506622,migrated
3,creator_club,Creator Club,CC / 3020-7974 / Ricardo,-4868683149,-1003962031214,migrated
3,creator_club,Creator Club,CC / 3109-1891 / A F,-5067817984,-1003984438584,migrated
3,creator_club,Creator Club,CC / 3194-4866 / Nikolas,-4828785514,-1003371132741,migrated
3,creator_club,Creator Club,CC / 3256-5260 / paul,-5196274886,-1003897987547,migrated
3,creator_club,Creator Club,CC / 3311-2992 / Colton Babcock,-4947032103,-1003742899581,migrated
3,creator_club,Creator Club,CC / 3333-8974 /Bryce Fisher,-5081613078,-1003994056284,migrated
3,creator_club,Creator Club,CC / 3449-9848 / Mohammad Ali,-5121564376,-1003953727319,migrated
3,creator_club,Creator Club,CC / 3467-1594 / D Diamonds,-4852426267,-1003878881492,migrated
3,creator_club,Creator Club,CC / 3492-5873 / Evan,-4991054163,-1003890839170,migrated
3,creator_club,Creator Club,CC / 3523-4585 / TS,-5262776119,-1003746094901,migrated
3,creator_club,Creator Club,CC / 3580-0455 / Lalo,-4870215193,-1003865070159,migrated
3,creator_club,Creator Club,CC / 3583-5410 / Joey,-5019996622,-1003847713258,migrated
3,creator_club,Creator Club,CC / 3659-4608 / Adrian,-5254543125,-1003960897683,migrated
3,creator_club,Creator Club,CC / 3673-8000 / SovereignPoker,-4954150208,-1003666009466,migrated
3,creator_club,Creator Club,CC / 3710-5126 / Timothy,-4887199370,-1003923616628,migrated
3,creator_club,Creator Club,CC / 3777-2884 / Yesssiiir,-5232800348,-1003921852277,migrated
3,creator_club,Creator Club,CC / 3851-2643 / Bat Krypt,-5236444856,-1003871539777,migrated
3,creator_club,Creator Club,CC / 3917-5644 / Vincent,-5078242772,-1003840519680,migrated
3,creator_club,Creator Club,CC / 3956-2536 / Jesus,-5234748209,-1003955123966,migrated
3,creator_club,Creator Club,CC / 3962-7828 / Yehuda S,-4937087369,-1004204828548,migrated
3,creator_club,Creator Club,CC / 4224-5751 / Freddy,-4907627081,-1004299426065,migrated
3,creator_club,Creator Club,CC / 4276-9984 / andrew,-5250016217,-1003975203767,migrated
3,creator_club,Creator Club,CC / 4423-2765 / Rex Walls,-5075351073,-1003569450796,migrated
3,creator_club,Creator Club,CC / 4545-0952 / Joshua,-5042516893,-1003938730929,migrated
3,creator_club,Creator Club,CC / 4676-2708 / R,-5262473843,-1003880718365,migrated
3,creator_club,Creator Club,CC / 4688-3854 / $tone,-5140412734,-1004296368743,migrated
3,creator_club,Creator Club,CC / 4726-8811 / jag,-5126202233,-1003901888273,migrated
3,creator_club,Creator Club,CC / 4766-3126 / Mike Neme,-5130463883,-1004298500547,migrated
3,creator_club,Creator Club,CC / 4833-6712 / manuel mendo,-5230754960,-1003840298319,migrated
3,creator_club,Creator Club,CC / 4995-5888 / Arthur,-5128879081,-1003712713036,migrated
3,creator_club,Creator Club,CC / 5038-5295 / Vladimiro,-4898579117,-1003714219709,migrated
3,creator_club,Creator Club,CC / 5072-2773 / kade v,-4801558226,-1004231772769,migrated
3,creator_club,Creator Club,CC / 5118-9939 / Keli,-5161669444,-1003854707957,migrated
3,creator_club,Creator Club,CC / 5162-4408 / A B,-5044752216,-1003895221416,migrated
3,creator_club,Creator Club,CC / 5178-0613 / Jesse Roonprapunt,-4964185455,-1003718983531,migrated
3,creator_club,Creator Club,CC / 5206-3553 / Pretzel,-5037484754,-1003835847091,migrated
3,creator_club,Creator Club,CC / 5208-9751 / Chase,-5209249510,-1003987423067,migrated
3,creator_club,Creator Club,CC / 5331-3645 / Ryan,-4994063402,-1003613545068,migrated
3,creator_club,Creator Club,CC / 5403-4670 / ben,-4838256118,-1003670140125,migrated
3,creator_club,Creator Club,CC / 5504-6644 / Daniel Mart,-4995803883,-1003962122329,migrated
3,creator_club,Creator Club,CC / 5592-0658/ NPC,-5016235271,-1004243127928,migrated
3,creator_club,Creator Club,CC / 5595-2808 / Nathan,-5151843740,-1003949280905,migrated
3,creator_club,Creator Club,CC / 5635-4473 / perry Jasell,-5154679924,-1003995886988,migrated
3,creator_club,Creator Club,CC / 5757-1396 /doof,-5199220507,-1003777387442,migrated
3,creator_club,Creator Club,CC / 5900-4131 / sagar,-5064320209,-1003952784655,migrated
3,creator_club,Creator Club,CC / 5973-1323 / Joshua,-4887950879,-1003621946580,migrated
3,creator_club,Creator Club,CC / 5981-4702 / Jeremy Baldwin,-5241137065,-1003871612166,migrated
3,creator_club,Creator Club,CC / 6091-9584 / Connor Jacobson,-5175853486,-1003915278163,migrated
3,creator_club,Creator Club,CC / 6197-2764 / Angelo Antelo,-4971447303,-1003964305152,migrated
3,creator_club,Creator Club,CC / 6217-2220 / J,-4931698679,-1003858810553,migrated
3,creator_club,Creator Club,CC / 6217-2220 / J,-5252124913,-1003858810553,migrated
3,creator_club,Creator Club,CC / 6426-0518 / Jon,-5147984384,-1003531651757,migrated
3,creator_club,Creator Club,CC / 6426-6451 / Yurii Kosian,-4946449690,-1003848343776,migrated
3,creator_club,Creator Club,CC / 6507-3565 /👀,-5143103945,-1003739435877,migrated
3,creator_club,Creator Club,CC / 6507-7987 / Eric wang,-5093112686,-1003871872144,migrated
3,creator_club,Creator Club,CC / 6551-9703 /Tom,-5129458705,-1003967480312,migrated
3,creator_club,Creator Club,CC / 6578-2299 / Aahil,-4763724078,-1003990840963,migrated
3,creator_club,Creator Club,CC / 6629-5243/ mario,-5254323867,-1003936013086,migrated
3,creator_club,Creator Club,CC / 6669-8990 / Bernardo Laverde,-5047031127,-1003574013569,migrated
3,creator_club,Creator Club,CC / 6693-5466 / Nikola,-5105675129,-1003747205652,migrated
3,creator_club,Creator Club,CC / 6696-8980 / E A,-5223599529,-1003997577430,migrated
3,creator_club,Creator Club,CC / 6710-5242 / Santos,-4995296150,-1003962715636,migrated
3,creator_club,Creator Club,CC / 6753-4795 / Landon,-4995504573,-1003883162098,migrated
3,creator_club,Creator Club,CC / 6773-8131 / Brendan,-4856613698,-1003975360657,migrated
3,creator_club,Creator Club,CC / 6786-4187 / KT,-4843221616,-1004292238202,migrated
3,creator_club,Creator Club,CC / 6903-3625 / Joshua,-4828293462,-1003779552944,migrated
3,creator_club,Creator Club,CC / 6937-2388 / Alex,-5196775321,-1004298374076,migrated
3,creator_club,Creator Club,CC / 6985-1427 /Landon,-5077701040,-1003880986273,migrated
3,creator_club,Creator Club,CC / 7116-6428 / R Mann,-5020031556,-1003900742778,migrated
3,creator_club,Creator Club,CC / 7203-3132 / Garry Kampyhouse,-5262671348,-1003835449421,migrated
3,creator_club,Creator Club,CC / 7227-8243 / Yak,-5024266807,-1003868063566,migrated
3,creator_club,Creator Club,CC / 7232-4546 / Aidan,-5057377442,-1003950016040,migrated
3,creator_club,Creator Club,CC / 7265-1077 / Hugo,-5259867426,-1003923804926,migrated
3,creator_club,Creator Club,CC / 7341-7859 / Allan,-5067699999,-1003938327756,migrated
3,creator_club,Creator Club,CC / 7382-1491 / stizz z,-5009840935,-1003676503674,migrated
3,creator_club,Creator Club,CC / 7704-8009 / Monk Luffy,-4830317503,-1003958151428,migrated
3,creator_club,Creator Club,CC / 7724-6404 / Bebo Blank,-4900770554,-1003947533232,migrated
3,creator_club,Creator Club,CC / 7724-9379 / Advit,-5198732112,-1003914793468,migrated
3,creator_club,Creator Club,CC / 7747-7847 / Ryan,-4749758001,-1003811162852,migrated
3,creator_club,Creator Club,CC / 7773-0754 / Michael Gonzalez,-5197817367,-1003462204371,migrated
3,creator_club,Creator Club,CC / 7777-1059 / Michael Amendola,-5195589805,-1003404718357,migrated
3,creator_club,Creator Club,CC / 7785-6426 / Sjsjsks,-5017146650,-1003963435075,migrated
3,creator_club,Creator Club,CC / 7929-2183 / Justin Jiang,-5264885301,-1003900097970,migrated
3,creator_club,Creator Club,CC / 7929-2183 / Justin Jiang,-4837761767,-1003900097970,migrated
3,creator_club,Creator Club,CC / 7968-1969 / Carlos,-4933712492,-1004292876731,migrated
3,creator_club,Creator Club,CC / 7971-0675 / Jared W,-5108768217,-1003738258927,migrated
3,creator_club,Creator Club,CC / 7989-0822 / Aidan Christmas,-5150377796,-1003818280476,migrated
3,creator_club,Creator Club,CC / 8026-4695 / rdawg,-5203120279,-1003901667069,migrated
3,creator_club,Creator Club,CC / 8060-0910 / Angus,-5241889079,-1003937423614,migrated
3,creator_club,Creator Club,CC / 8130-0705 / J,-4964772816,-1003921613907,migrated
3,creator_club,Creator Club,CC / 8208-6054 / D K,-5044038754,-1004216976014,migrated
3,creator_club,Creator Club,CC / 8238-8041 / Armando Avila,-4892539825,-1003981234355,migrated
3,creator_club,Creator Club,CC / 8250-2656 / Drew,-5114187960,-1003944102783,migrated
3,creator_club,Creator Club,CC / 8706-6264 / Ag,-4856242719,-1003797358779,migrated
3,creator_club,Creator Club,CC / 8706-7236 / Vyaan,-4980218895,-1003509498254,migrated
3,creator_club,Creator Club,CC / 8871-8041 / Oscar,-4879929269,-1003940529724,migrated
3,creator_club,Creator Club,CC / 8926-5680 / cooper horton,-5260834157,-1003947304279,migrated
3,creator_club,Creator Club,CC / 8960-3392 / Vlad,-5167939098,-1003778431291,migrated
3,creator_club,Creator Club,CC / 9010-5925 / Mike,-4869344317,-1003777177625,migrated
3,creator_club,Creator Club,CC / 9051-4441 / Hayden,-4899846168,-1003986519381,migrated
3,creator_club,Creator Club,CC / 9051-4441 / Hayden,-4911933428,-1003986519381,migrated
3,creator_club,Creator Club,CC / 9116-0699 /Alex,-5226862778,-1003980798390,migrated
3,creator_club,Creator Club,CC / 9242-5600 / Sahib,-4750605602,-1003699678978,migrated
3,creator_club,Creator Club,CC / 9348-4511 / Raul Perez Lopez,-5042628435,-1003984552164,migrated
3,creator_club,Creator Club,CC / 9444-2719 / Sam Berg,-5112716148,-1003734310942,migrated
3,creator_club,Creator Club,CC / 9486-6452 / Tyler Rector,-4925265068,-1003667312737,migrated
3,creator_club,Creator Club,CC / 9492-6052 / Branislav,-4901358391,-1003998047060,migrated
3,creator_club,Creator Club,CC / 9500-0380 / Al Homem,-5045993308,-1003833462348,migrated
3,creator_club,Creator Club,CC / 9715-0916 / Noah,-4943232170,-1003318418405,migrated
3,creator_club,Creator Club,CC / 9809-3796 / TJ,-4833613577,-1003929087437,migrated
3,creator_club,Creator Club,CC / 9894-0012 / St,-5223844312,-1004291599071,migrated
3,creator_club,Creator Club,CC // john small,-5204341480,-1003834154763,migrated
3,creator_club,Creator Club,CC // Quan,-5131343416,-1003858873912,migrated
3,creator_club,Creator Club,CC // Whiterice357,-5247834274,-1003817368085,migrated
3,creator_club,Creator Club,CC /7687-9445/ J,-5151178637,-1003784598724,migrated
3,creator_club,Creator Club,CC AT / 3456-3776 / Pokergod,-5215718241,-1003888424813,migrated
3,creator_club,Creator Club,CC/ 1347-6565/ Carter Housler,-5025207126,-1003760501204,migrated
3,creator_club,Creator Club,CC/ 1464-5038 / juul,-4673923942,-1003989690197,migrated
3,creator_club,Creator Club,CC/ 1720-4895 /Justin,-5146954202,-1003920428265,migrated
3,creator_club,Creator Club,CC/ 2445-2722 / NK,-4905494250,-1003575067191,migrated
3,creator_club,Creator Club,CC/ 3284-6240/ Enzo Descalzi,-4692012808,-1003755332400,migrated
3,creator_club,Creator Club,CC/ 4293-6416 /Aleksei,-5256460498,-1003750896302,migrated
3,creator_club,Creator Club,CC/ 4310-4159 / Gaandu,-5004629541,-1003814821786,migrated
3,creator_club,Creator Club,CC/ 5837-0097 / Rayden,-5233857107,-1004298323358,migrated
3,creator_club,Creator Club,CC/ 6480-1566 / Mike,-5130830884,-1003898184865,migrated
3,creator_club,Creator Club,CC/ 7964-9942 / Ned,-5167670333,-1003597331993,migrated
3,creator_club,Creator Club,CC/ 8219-5813 / Clayton,-5129463767,-1003931951567,migrated
3,creator_club,Creator Club,CC/ 9082-4822 / Akito,-5021073722,-1003788782704,migrated
3,creator_club,Creator Club,CC/ 9679-7100 /Roly,-5165378184,-1003975133570,migrated
3,creator_club,Creator Club,RT / / João,-5101134946,-1004297143565,migrated
3,creator_club,Creator Club,RT / 8817-1564 / Keiland Vasvery,-4882800318,-1003516867753,migrated
3,creator_club,Creator Club,test,-5178265147,-1003840058390,migrated
